code,meigara,kana,kuramoto,ken,shi,address¥n1235,京極,きょうごく,二世古酒造,北海道,虻田郡,北海道虻田郡倶知安町旭47
1727,白駒,はくこま,白駒酒造,福井県,南条郡,福井県南条郡南越前町今庄82-24
1718,福喜久,ふくきく,坪三酒造,福井県,坂井市,福井県坂井市春江町高江24-38
3064,越乃泉,こしのいずみ,越前酒造,福井県,あわら市,福井県あわら市北5-86
675,早瀬浦,はやせうら,三宅彦右衛門酒造,福井県,三方郡,福井県三方郡美浜町早瀬21-7
676,若狭菊,わかさきく,若狭菊酒造,福井県,三方郡,福井県三方郡
1485,加茂栄,かもさかえ,鳥浜酒造,福井県,三方上中郡,福井県三方上中郡若狭町鳥浜59-30
2605,鳥浜,,鳥浜酒造,福井県,三方上中郡,福井県三方上中郡若狭町鳥浜59-30
2606,若狭自慢,わかさじまん,鳥浜酒造,福井県,三方上中郡,福井県三方上中郡若狭町鳥浜59-30
1609,白隠正宗,はくいんまさむね,高嶋酒造,静岡県,沼津市,静岡県沼津市原354-1
3507,豊楽,ほうらく,万大醸造,静岡県,伊豆市,静岡県伊豆市年川34
3821,天城隧道,あまぎずいどう,万大醸造,静岡県,伊豆市,静岡県伊豆市年川34
721,下田美人,しもだびじん,万大醸造,静岡県,伊豆市,静岡県伊豆市年川34
719,あらばしり,あらばしり,万大醸造,静岡県,伊豆市,静岡県伊豆市年川34
720,萬燿,ばんよう,万大醸造,静岡県,伊豆市,静岡県伊豆市年川34
2210,脇田屋,わきたや,万大醸造,静岡県,伊豆市,静岡県伊豆市年川34
3509,鶴生,かくせい,万大醸造,静岡県,伊豆市,静岡県伊豆市年川34
3508,大沢里,おおそうり,万大醸造,静岡県,伊豆市,静岡県伊豆市年川34
3506,伊豆の里,いずのさと,万大醸造,静岡県,伊豆市,静岡県伊豆市年川34
2026,金明,きんめい,根上酒造店,静岡県,御殿場市,静岡県御殿場市保土沢850-4
3731,裏高砂,うらたかさご,富士高砂酒造,静岡県,富士宮市,静岡県富士宮市宝町9-25
1245,高砂,たかさご,富士高砂酒造,静岡県,富士宮市,静岡県富士宮市宝町9-25
1247,琉の扇,りゅうのおうぎ,富士高砂酒造,静岡県,富士宮市,静岡県富士宮市宝町9-25
1246,駿州中屋,すんしゅうなかや,富士高砂酒造,静岡県,富士宮市,静岡県富士宮市宝町9-25
1919,富士正,ふじまさ,富士正酒造,静岡県,富士宮市,静岡県富士宮市根原450-1
1918,千代の峯,ちよのみね,富士正酒造,静岡県,富士宮市,静岡県富士宮市根原450-1
1917,富士山,ふじさん,牧野酒造,静岡県,富士宮市,静岡県富士宮市下条1037
1916,白糸,しらいと,牧野酒造,静岡県,富士宮市,静岡県富士宮市下条1037
3314,あたみ,あたみ,富士錦酒造,静岡県,富士宮市,静岡県富士宮市上柚野532
1287,下田富士,しもだふじ,富士錦酒造,静岡県,富士宮市,静岡県富士宮市上柚野532
1248,富士錦,ふじにしき,富士錦酒造,静岡県,富士宮市,静岡県富士宮市上柚野532
2027,君盃,くんぱい,君盃酒造,静岡県,静岡市駿河区,静岡県静岡市駿河区手越302
2032,喜平,きへい,静岡平喜酒造,静岡県,静岡市駿河区,静岡県静岡市駿河区丸子新田1-1
3336,享和東鶴,きょうわあずまづる,多々良酒造場,静岡県,焼津市,静岡県焼津市
728,初亀,はつかめ,初亀醸造,静岡県,藤枝市,静岡県藤枝市岡部町岡部744
716,満寿一,ますいち,満寿一酒造,静岡県,静岡市,静岡県静岡市
1387,英君,えいくん,英君酒造,静岡県,静岡市,静岡県静岡市清水区由比入山2152
1102,正雪,しょうせつ,神沢川酒造場,静岡県,静岡市,静岡県静岡市清水区由比181
3500,天満月,あまみつき,神沢川酒造場,静岡県,静岡市,静岡県静岡市清水区由比181
2978,呂,ろ,神沢川酒造場,静岡県,静岡市,静岡県静岡市清水区由比181
715,萩錦,はぎにしき,萩錦酒造,静岡県,静岡市駿河区,静岡県静岡市駿河区西脇381
2029,萩の蔵,はぎのくら,駿河酒造場,静岡県,静岡市駿河区,静岡県静岡市駿河区西脇25-1
2030,天虹,てんこう,駿河酒造場,静岡県,静岡市駿河区,静岡県静岡市駿河区西脇25-1
2031,忠正,ちゅうまさ,駿河酒造場,静岡県,静岡市駿河区,静岡県静岡市駿河区西脇25-1
3229,鞠子の宿,まりこのしゅく,駿河酒造場,静岡県,静岡市駿河区,静岡県静岡市駿河区西脇25-1
2028,曽我鶴,そがつる,駿河酒造場,静岡県,静岡市駿河区,静岡県静岡市駿河区西脇25-1
2928,道草吉宗,みちくさよしむね,駿河酒造場,静岡県,静岡市駿河区,静岡県静岡市駿河区西脇25-1
718,臥龍梅,がりゅうばい,三和酒造,静岡県,静岡市清水区,静岡県静岡市清水区西久保501-10
717,静ごころ,しずごころ,三和酒造,静岡県,静岡市清水区,静岡県静岡市清水区西久保501-10
2619,羽衣の舞,はごろものまい,三和酒造,静岡県,静岡市清水区,静岡県静岡市清水区西久保501-10
725,磯自慢,いそじまん,磯自慢酒造,静岡県,焼津市,静岡県焼津市鰯ヶ島307
724,杉錦,すぎにしき,杉井酒造,静岡県,藤枝市,静岡県藤枝市小石川町4-6-4
722,喜久酔,きくよい,青島酒造,静岡県,藤枝市,静岡県藤枝市上青島246
3334,士魂,しこん,岩本酒造,静岡県,藤枝市,静岡県藤枝市
3335,松若緑,まつわかみどり,岩本酒造,静岡県,藤枝市,静岡県藤枝市
2980,シダ シードル,しだ しーどる,志太泉酒造,静岡県,藤枝市,静岡県藤枝市宮原423-22-1
3505,身上起,しんしょうおこし,志太泉酒造,静岡県,藤枝市,静岡県藤枝市宮原423-22-1
723,志太泉,しだいずみ,志太泉酒造,静岡県,藤枝市,静岡県藤枝市宮原423-22-1
727,おんな泣かせ,おんななかせ,大村屋酒造場,静岡県,島田市,静岡県島田市本通1-1-8
726,若竹,わかたけ,大村屋酒造場,静岡県,島田市,静岡県島田市本通1-1-8
2752,鬼乙女,おにおとめ,大村屋酒造場,静岡県,島田市,静岡県島田市本通1-1-8
3689,浜名桜,はまなざくら,浜松酒造,静岡県,浜松市,静岡県浜松市天神町3-57
1227,出世城,しゅっせじょう,浜松酒造,静岡県,浜松市,静岡県浜松市天神町3-57
3256,Ten-Teki,てんてき,浜松酒造,静岡県,浜松市,静岡県浜松市天神町3-57
1593,花の舞,はなのまい,花の舞酒造,静岡県,浜松市,静岡県浜松市浜北区宮口632
1573,国香,,国香酒造,静岡県,袋井市,静岡県袋井市山田537
731,葵天下,あおいてんか,山中酒造,静岡県,掛川市,静岡県掛川市横須賀61
729,開運,かいうん,土井酒造場,静岡県,掛川市,静岡県掛川市小貫633
3214,御日待家,おひまちや,土井酒造場,静岡県,掛川市,静岡県掛川市小貫633
3213,あさば一万石,あさばいちまんごく,土井酒造場,静岡県,掛川市,静岡県掛川市小貫633
1224,熊鯨,くまくじら,土井酒造場,静岡県,掛川市,静岡県掛川市小貫633
3358,高天神,たかてんじん,土井酒造場,静岡県,掛川市,静岡県掛川市小貫633
3359,遠州灘,えんしゅうなだ,土井酒造場,静岡県,掛川市,静岡県掛川市小貫633
2035,鷹松,たかまつ,石川酒造,静岡県,御前崎市,静岡県御前崎市合戸1319
2927,今の浦,いまのうら,千寿酒造,静岡県,磐田市,静岡県磐田市中泉2914-6
2033,千寿,せんじゅ,千寿酒造,静岡県,磐田市,静岡県磐田市中泉2914-6
2620,Ｈ．森本,もりもと,森本酒造,静岡県,菊川市,静岡県菊川市堀之内1477
730,小夜衣,さよごろも,森本酒造,静岡県,菊川市,静岡県菊川市堀之内1477
2034,松若,まつわか,白松酒造,静岡県,菊川市,静岡県菊川市加茂750
678,日の出鶴,ひのでつる,足立酒造,岐阜県,岐阜市,岐阜県岐阜市琴塚3-21-10
679,金華山,きんかざん,足立酒造,岐阜県,岐阜市,岐阜県岐阜市琴塚3-21-10
2773,撫瓜,なでか,日本泉酒造,岐阜県,岐阜市,岐阜県岐阜市加納清水町3-8-2
1542,織田信長,おだのぶなが,日本泉酒造,岐阜県,岐阜市,岐阜県岐阜市加納清水町3-8-2
1540,日本泉,にほんいずみ,日本泉酒造,岐阜県,岐阜市,岐阜県岐阜市加納清水町3-8-2
2909,豊臣秀吉,とよとみひでよし,日本泉酒造,岐阜県,岐阜市,岐阜県岐阜市加納清水町3-8-2
1541,濃姫,のうひめ,日本泉酒造,岐阜県,岐阜市,岐阜県岐阜市加納清水町3-8-2
3373,根尾泉,ねおいずみ,柴田酒造,岐阜県,本巣郡,岐阜県本巣郡北方町北方1512
1769,杉乃井,すぎのい,杉原酒造,岐阜県,揖斐郡,岐阜県揖斐郡大野町下磯1
1699,千代乃花,ちよのはな,杉原酒造,岐阜県,揖斐郡,岐阜県揖斐郡大野町下磯1
1768,射美,いび,杉原酒造,岐阜県,揖斐郡,岐阜県揖斐郡大野町下磯1
1700,揖斐川,いびがわ,杉原酒造,岐阜県,揖斐郡,岐阜県揖斐郡大野町下磯1
1109,揖斐の蔵,いびのくら,所酒造,岐阜県,揖斐郡,岐阜県揖斐郡揖斐川町三輪537-1
1108,房島屋,ぼうじまや,所酒造,岐阜県,揖斐郡,岐阜県揖斐郡揖斐川町三輪537-1
689,甕口,かめぐち,池田屋酒造,岐阜県,揖斐郡,岐阜県揖斐郡揖斐川町三輪612-1
688,富久若松,ふくわかまつ,池田屋酒造,岐阜県,揖斐郡,岐阜県揖斐郡揖斐川町三輪612-1
680,達磨正宗,だるままさむね,白木恒助商店,岐阜県,岐阜市,岐阜県岐阜市門屋門61
694,加治田城,かじたじょう,松井屋酒造場,岐阜県,加茂郡,岐阜県加茂郡富加町加治田688-2
695,睦鳥,むつみどり,松井屋酒造場,岐阜県,加茂郡,岐阜県加茂郡富加町加治田688-2
693,半布里戸籍,はぶりこせき,松井屋酒造場,岐阜県,加茂郡,岐阜県加茂郡富加町加治田688-2
1968,百春,ひゃくしゅん,小坂酒造場,岐阜県,美濃市,岐阜県美濃市相生町2267
2943,さんやほう,さんやほう,小坂酒造場,岐阜県,美濃市,岐阜県美濃市相生町2267
2056,積翠,せきすい,平野本店,岐阜県,郡上市,岐阜県郡上市八幡町本町865-1
3160,郡上一揆,ぐじょういっき,平野醸造,岐阜県,郡上市,岐阜県郡上市大和町徳永164
3159,八竹,やっちく,平野醸造,岐阜県,郡上市,岐阜県郡上市大和町徳永164
2054,母情,ぼじょう,平野醸造,岐阜県,郡上市,岐阜県郡上市大和町徳永164
3161,郡上おどり,ぐじょうおどり,平野醸造,岐阜県,郡上市,岐阜県郡上市大和町徳永164
2055,一豊の妻,かずとよのつま,平野醸造,岐阜県,郡上市,岐阜県郡上市大和町徳永164
2051,元文,げんぶん,原酒造場,岐阜県,郡上市,岐阜県郡上市白鳥町白鳥991
2610,美笠万代,みかさばんだい,久納酒造,岐阜県,羽島郡,岐阜県羽島郡笠松町下本町59
2043,千代菊,ちよぎく,千代菊,岐阜県,羽島市,岐阜県羽島市竹鼻町2733
2044,光琳,こうりん,千代菊,岐阜県,羽島市,岐阜県羽島市竹鼻町2733
2611,泉松竹,いずみしょうちく,林彰一郎商店,岐阜県,羽島市,岐阜県羽島市上中町沖1493
687,覚眠森水酒,かくみんしんすいしゅ,渡辺酒造醸,岐阜県,大垣市,岐阜県大垣市林町8-1126
686,白雪姫,しらゆきひめ,渡辺酒造醸,岐阜県,大垣市,岐阜県大垣市林町8-1126
685,美濃錦,みのにしき,渡辺酒造醸,岐阜県,大垣市,岐阜県大垣市林町8-1126
1797,大輪,たいりん,吉田合資,岐阜県,安八郡,岐阜県安八郡
1677,大垣城,おおがきじょう,武内酒造,岐阜県,大垣市,岐阜県大垣市伝馬町1
3234,一滴千山,いってきせんざん,武内酒造,岐阜県,大垣市,岐阜県大垣市伝馬町1
2613,御幸鶴,みゆきつる,武内酒造,岐阜県,大垣市,岐阜県大垣市伝馬町1
2614,兄花,このはな,武内酒造,岐阜県,大垣市,岐阜県大垣市伝馬町1
3372,大輪,たいりん,武内酒造,岐阜県,大垣市,岐阜県大垣市伝馬町1
1100,美濃紅梅,みのこうばい,武内酒造,岐阜県,大垣市,岐阜県大垣市伝馬町1
2612,平成菊,へいせいぎく,武内酒造,岐阜県,大垣市,岐阜県大垣市伝馬町1
683,白川郷,しらかわごう,三輪酒造,岐阜県,大垣市,岐阜県大垣市船町4-48
684,道三吟雪花,どうさんぎんせっか,三輪酒造,岐阜県,大垣市,岐阜県大垣市船町4-48
3236,バロン鉄心,ばろんてっしん,三輪酒造,岐阜県,大垣市,岐阜県大垣市船町4-48
1356,無風,むかで,玉泉堂酒造,岐阜県,養老郡,岐阜県養老郡養老町高田800-3
1572,瀧津瀬,たきつせ,玉泉堂酒造,岐阜県,養老郡,岐阜県養老郡養老町高田800-3
690,美濃菊,みのぎく,玉泉堂酒造,岐阜県,養老郡,岐阜県養老郡養老町高田800-3
3771,なぶら,なぶら,玉泉堂酒造,岐阜県,養老郡,岐阜県養老郡養老町高田800-3
691,醴泉,れいせん,玉泉堂酒造,岐阜県,養老郡,岐阜県養老郡養老町高田800-3
1697,初霜,はつしも,大塚酒造,岐阜県,揖斐郡,岐阜県揖斐郡池田町池野422
1833,竹雀,たけすずめ,大塚酒造,岐阜県,揖斐郡,岐阜県揖斐郡池田町池野422
1698,清松正宗,きよまつまさむね,大塚酒造,岐阜県,揖斐郡,岐阜県揖斐郡池田町池野422
682,長良川,ながらがわ,小町酒造,岐阜県,各務原市,岐阜県各務原市蘇原伊吹町2-15
2944,紫雲英,れんげ,小町酒造,岐阜県,各務原市,岐阜県各務原市蘇原伊吹町2-15
2739,百十郎,ひゃくじゅうろう,林本店,岐阜県,各務原市,岐阜県各務原市那加新加納町2239
1682,,えいいち,林本店,岐阜県,各務原市,岐阜県各務原市那加新加納町2239
2740,海路,かいじ,林本店,岐阜県,各務原市,岐阜県各務原市那加新加納町2239
2741,SAKEDELIC,さけでりっく,林本店,岐阜県,各務原市,岐阜県各務原市那加新加納町2239
692,御代櫻,,御代桜醸造,岐阜県,美濃加茂市,岐阜県美濃加茂市太田本町3-2-9
1944,津島屋,つしまや,御代桜醸造,岐阜県,美濃加茂市,岐阜県美濃加茂市太田本町3-2-9
2052,宮太鼓,みやだいこ,平井酒造場,岐阜県,可児郡,岐阜県可児郡御嵩町中切1341
3055,東美,あずまよし,平井酒造場,岐阜県,可児郡,岐阜県可児郡御嵩町中切1341
3054,神代の味,かみよのあじ,平井酒造場,岐阜県,可児郡,岐阜県可児郡御嵩町中切1341
2038,烏峯泉,うほうせん,伊藤酒造,岐阜県,可児市,岐阜県可児市
2062,雪中寒梅,せっちゅうかんばい,古田酒造,岐阜県,加茂郡,岐阜県加茂郡
696,玉柏,たまかしわ,山田商店,岐阜県,加茂郡,岐阜県加茂郡八百津町八百津3888-2
2880,開,かい,山田商店,岐阜県,加茂郡,岐阜県加茂郡八百津町八百津3888-2
697,むかしのまんま,むかしのまんま,山田商店,岐阜県,加茂郡,岐阜県加茂郡八百津町八百津3888-2
2064,恋度,れんど,山田商店,岐阜県,加茂郡,岐阜県加茂郡八百津町八百津3888-2
698,吉宝,きっぽう,山田商店,岐阜県,加茂郡,岐阜県加茂郡八百津町八百津3888-2
1606,花盛,はなざかり,花盛酒造,岐阜県,加茂郡,岐阜県加茂郡八百津町八百津4091
2617,豊年,ほうねん,田辺酒造場,岐阜県,高山市,岐阜県高山市
704,久寿玉,くすだま,平瀬酒造店,岐阜県,高山市,岐阜県高山市上一之町82
2053,飛騨乃辛燗,ひだのからかん,平瀬酒造店,岐阜県,高山市,岐阜県高山市上一之町82
1738,氷室,ひむろ,二木酒造,岐阜県,高山市,岐阜県高山市上二之町40
1737,玉の井,たまのい,二木酒造,岐阜県,高山市,岐阜県高山市上二之町40
3254,山峡飛騨路,さんきょうひだじ,川尻酒造場,岐阜県,高山市,岐阜県高山市上二之町68
705,天恩,てんおん,川尻酒造場,岐阜県,高山市,岐阜県高山市上二之町68
706,ひだ正宗,ひだまさむね,川尻酒造場,岐阜県,高山市,岐阜県高山市上二之町68
709,山の光,やまのひかり,平田酒造場,岐阜県,高山市,岐阜県高山市上二之町43
708,飛騨の華,ひだのはな,平田酒造場,岐阜県,高山市,岐阜県高山市上二之町43
707,山車,さんしゃ,原田酒造場,岐阜県,高山市,岐阜県高山市上三之町10
3652, 夢悠遊 ,ゆめゆうゆう,老田酒造店,岐阜県,高山市,岐阜県高山市上三之町67
703,飛騨自慢 鬼ころし,おにころし,老田酒造店,岐阜県,高山市,岐阜県高山市上三之町67
2060,白無垢,しろむく,舩坂酒造店,岐阜県,高山市,岐阜県高山市上三之町105
2058,深山菊,みやまぎく,舩坂酒造店,岐阜県,高山市,岐阜県高山市上三之町105
2057,四ツ星,よつぼし,舩坂酒造店,岐阜県,高山市,岐阜県高山市上三之町105
2061,夕映え,ゆうばえ,舩坂酒造店,岐阜県,高山市,岐阜県高山市上三之町105
2059,甚五郎,じんごろう,舩坂酒造店,岐阜県,高山市,岐阜県高山市上三之町105
3252,冬ごもり,ふゆごもり,大坪酒造店,岐阜県,飛騨市,岐阜県飛騨市神岡町朝浦557
2040,神代,じんだい,大坪酒造店,岐阜県,飛騨市,岐阜県飛騨市神岡町朝浦557
2039,飛騨娘,ひだむすめ,大坪酒造店,岐阜県,飛騨市,岐阜県飛騨市神岡町朝浦557
699,三千盛,みちさかり,三千盛,岐阜県,多治見市,岐阜県多治見市笠原町2919
702,五味饗宴,ごみきょうえん,はざま酒造,岐阜県,中津川市,岐阜県中津川市本町4-1-51
2046,恵那山,えなさん,はざま酒造,岐阜県,中津川市,岐阜県中津川市本町4-1-51
2047,旬,しゅん,はざま酒造,岐阜県,中津川市,岐阜県中津川市本町4-1-51
3365,醇,じゅん,はざま酒造,岐阜県,中津川市,岐阜県中津川市本町4-1-51
1847,三千櫻,,三千櫻酒造,岐阜県,中津川市,岐阜県中津川市田瀬25
1457,鯨波,くじらなみ,恵那醸造,岐阜県,中津川市,岐阜県中津川市福岡2992-1
2609,菊川,きくかわ,菊川,岐阜県,各務原市,岐阜県各務原市鵜沼西町1-543
681,篝火,かがりび,菊川,岐阜県,各務原市,岐阜県各務原市鵜沼西町1-543
2050,明智光秀,あけちみつひで,林酒造,岐阜県,可児市,岐阜県可児市羽崎1418
2048,美濃天狗,みのてんぐ,林酒造,岐阜県,可児市,岐阜県可児市羽崎1418
2049,富輿,とみこし,林酒造,岐阜県,可児市,岐阜県可児市羽崎1418
2949,宮の白珠,みやのしらたま,平和錦酒造,岐阜県,加茂郡,岐阜県加茂郡川辺町下麻生2121
1798,金泉,きんせん,平和錦酒造,岐阜県,加茂郡,岐阜県加茂郡川辺町下麻生2121
2947,紅満天星,べにどうだん,平和錦酒造,岐阜県,加茂郡,岐阜県加茂郡川辺町下麻生2121
2946,のんでみてちょ,のんでみてちょ,平和錦酒造,岐阜県,加茂郡,岐阜県加茂郡川辺町下麻生2121
2945,秋の夜長に旨い酒,あきのよながにうまいさけ,平和錦酒造,岐阜県,加茂郡,岐阜県加茂郡川辺町下麻生2121
2950,秘蔵古酒,ひぞうこしゅ,平和錦酒造,岐阜県,加茂郡,岐阜県加茂郡川辺町下麻生2121
1799,飛騨路の寒椿,ひだじのかんつばき,平和錦酒造,岐阜県,加茂郡,岐阜県加茂郡川辺町下麻生2121
3162,郡上踊 踊り免状 ,ぐじょうおどり おどりめんじょう,平和錦酒造,岐阜県,加茂郡,岐阜県加茂郡川辺町下麻生2121
2948,円空,えんくう,平和錦酒造,岐阜県,加茂郡,岐阜県加茂郡川辺町下麻生2121
2045,花美蔵,はなみくら,白扇酒造,岐阜県,加茂郡,岐阜県加茂郡川辺町中川辺28
710,奥飛騨,おくひだ,奥飛騨酒造,岐阜県,下呂市,岐阜県下呂市金山町金山1984
2774,初緑,はつみどり,奥飛騨酒造,岐阜県,下呂市,岐阜県下呂市金山町金山1984
712,ひだほまれ,ひだほまれ,天領酒造,岐阜県,下呂市,岐阜県下呂市萩原町萩原1289-1
3581,又六,またろく,天領酒造,岐阜県,下呂市,岐阜県下呂市萩原町萩原1289-1
711,天領,てんりょう,天領酒造,岐阜県,下呂市,岐阜県下呂市萩原町萩原1289-1
714,蓬莱,ほうらい,渡辺酒造店,岐阜県,飛騨市,岐阜県飛騨市古川町壱之町7-7
2618,飛騨のどぶ,ひだのどぶ,渡辺酒造店,岐阜県,飛騨市,岐阜県飛騨市古川町壱之町7-7
3211,色おとこ,いろおとこ,渡辺酒造店,岐阜県,飛騨市,岐阜県飛騨市古川町壱之町7-7
2041,じゃんぱん,じゃんぱん,蒲酒造場,岐阜県,飛騨市,岐阜県飛騨市古川町壱之町6-6
1796,白真弓,しらまゆみ,蒲酒造場,岐阜県,飛騨市,岐阜県飛騨市古川町壱之町6-6
2042,やんちゃ酒,やんちゃざけ,蒲酒造場,岐阜県,飛騨市,岐阜県飛騨市古川町壱之町6-6
2037,千古乃岩,ちごのいわ,千古乃岩酒造,岐阜県,土岐市,岐阜県土岐市駄知町2177-1
1444,小左衛門,こざえもん,中島醸造,岐阜県,瑞浪市,岐阜県瑞浪市土岐町7181-1
1585,始禄,しろく,中島醸造,岐阜県,瑞浪市,岐阜県瑞浪市土岐町7181-1
2065,美濃路,みのじ,若葉,岐阜県,瑞浪市,岐阜県瑞浪市土岐町7270-1
1711,若葉,わかば,若葉,岐阜県,瑞浪市,岐阜県瑞浪市土岐町7270-1
1755,志ら梅,しらうめ,白梅酒造,岐阜県,瑞浪市,岐阜県瑞浪市寺河戸町1067-1
3038,いとう鶴,いとうつる,いとう鶴酒造,岐阜県,恵那市,岐阜県恵那市
2616,市乃川,いちのかわ,恵那醸造,岐阜県,恵那市,岐阜県恵那市三郷町野井380-1
1862,幻の城,まぼろしのしろ,岩村醸造,岐阜県,恵那市,岐阜県恵那市岩村町342
700,女城主,おんなじょうしゅ,岩村醸造,岐阜県,恵那市,岐阜県恵那市岩村町342
1863,ゑなのほまれ,えなのほまれ,岩村醸造,岐阜県,恵那市,岐阜県恵那市岩村町342
701,笠置鶴,かさぎつる,大橋酒造,岐阜県,中津川市,岐阜県中津川市蛭川1119-1-1-2
2063,小野櫻,,山内酒造場,岐阜県,中津川市,岐阜県中津川市上野小野沢134-1
2615,太公望,たいこうぼう,丸田屋酒造,岐阜県,中津川市,岐阜県中津川市
755,吉田不老門,よしだふろうもん,伊勢屋商店,愛知県,豊橋市,愛知県豊橋市花田町字斉藤49
754,公楽,こうらく,伊勢屋商店,愛知県,豊橋市,愛知県豊橋市花田町字斉藤49
2301,朝日嶽,あさひだけ,日野屋商店,愛知県,新城市,愛知県新城市
756,蓬莱泉,ほうらいせん,関谷醸造,愛知県,北設楽郡,愛知県北設楽郡設楽町田口字町浦22
2876,遠山,とおやま,関谷醸造,愛知県,北設楽郡,愛知県北設楽郡設楽町田口字町浦22
3219,YAWAKUCHI,やわくち,関谷醸造,愛知県,北設楽郡,愛知県北設楽郡設楽町田口字町浦22
1795,一念不動,いちねんふどう,関谷醸造,愛知県,北設楽郡,愛知県北設楽郡設楽町田口字町浦22
3218,明眸,めいぼう,関谷醸造,愛知県,北設楽郡,愛知県北設楽郡設楽町田口字町浦22
1771,四海王,しかいおう,福井酒造,愛知県,豊橋市,愛知県豊橋市中浜町214
2596,姫街道,ひめかいどう,白井醸造,愛知県,豊川市,愛知県豊川市
2595,菊鶴,きくつる,白井醸造,愛知県,豊川市,愛知県豊川市
1696,徳川家康,とくがわいえやす,丸石醸造,愛知県,岡崎市,愛知県岡崎市中町6-2-5
3579,THEMA,てーま,丸石醸造,愛知県,岡崎市,愛知県岡崎市中町6-2-5
2964,桜泉,おおいずみ,丸石醸造,愛知県,岡崎市,愛知県岡崎市中町6-2-5
2918,二兎,にと,丸石醸造,愛知県,岡崎市,愛知県岡崎市中町6-2-5
2917,丸石謹製,まるいしきんせい,丸石醸造,愛知県,岡崎市,愛知県岡崎市中町6-2-5
2916,萬歳,ばんざい,丸石醸造,愛知県,岡崎市,愛知県岡崎市中町6-2-5
1694,葵の風,あおいのかぜ,丸石醸造,愛知県,岡崎市,愛知県岡崎市中町6-2-5
1693,長誉,ちょうよ,丸石醸造,愛知県,岡崎市,愛知県岡崎市中町6-2-5
1695,三河武士,みかわぶし,丸石醸造,愛知県,岡崎市,愛知県岡崎市中町6-2-5
3024,三太夫,さんだゆう,丸石醸造,愛知県,岡崎市,愛知県岡崎市中町6-2-5
1254,焚火,たきび,山崎合資,愛知県,西尾市,愛知県西尾市西幡豆町柿田57
1255,長久手,ながくて,山崎合資,愛知県,西尾市,愛知県西尾市西幡豆町柿田57
1253,奥,おく,山崎合資,愛知県,西尾市,愛知県西尾市西幡豆町柿田57
1252,三河鳥羽の火祭,みかわとばのひまつり,山崎合資,愛知県,西尾市,愛知県西尾市西幡豆町柿田57
2901,山崎醸,やまざきかもし,山崎合資,愛知県,西尾市,愛知県西尾市西幡豆町柿田57
1256,年魚市,あゆち,山崎合資,愛知県,西尾市,愛知県西尾市西幡豆町柿田57
1257,幻々,げんげん,山崎合資,愛知県,西尾市,愛知県西尾市西幡豆町柿田57
1251,尊皇,そんのう,山崎合資,愛知県,西尾市,愛知県西尾市西幡豆町柿田57
2300,賜冠,しかん,中垣酒造,愛知県,豊田市,愛知県豊田市有間町下平10
3477,众,ぎん,柴田酒造場,愛知県,岡崎市,愛知県岡崎市保久町字神水39
1692,孝の司,こうのつかさ,柴田酒造場,愛知県,岡崎市,愛知県岡崎市保久町字神水39
750,あいおい,あいおい,相生ユニビオ,愛知県,西尾市,愛知県西尾市下町丸山5
749,相生乃梅,あいおいのうめ,相生ユニビオ,愛知県,西尾市,愛知県西尾市下町丸山5
3228,紅美酒 Cremisi,くれみし,神杉酒造,愛知県,安城市,愛知県安城市明治本町20-5
3352,安城織姫伝説,あんじょうおりひめでんせつ,神杉酒造,愛知県,安城市,愛知県安城市明治本町20-5
752,神杉,かみすぎ,神杉酒造,愛知県,安城市,愛知県安城市明治本町20-5
2298,昇勢,しょうせい,永井酒造場,愛知県,碧南市,愛知県碧南市志貴町2-90
2828,蜂龍盃,はちりゅうはい,森山酒造場,愛知県,北設楽郡,愛知県北設楽郡東栄町本郷森山1
1648,楽園,らくえん,清洲桜醸造,愛知県,清須市,愛知県清須市清洲1692番地
1647,鬼ころし,おにころし,清洲桜醸造,愛知県,清須市,愛知県清須市清洲1692番地
2289,八束穂,やつかほ,八束穂酒造,愛知県,名古屋市中川区,愛知県名古屋市中川区牛立町5-9
738,常盤,ときわ,常盤醸造,愛知県,名古屋市中川区,愛知県名古屋市中川区
739,鷹の夢,たかのゆめ,山盛酒造,愛知県,名古屋市緑区,愛知県名古屋市緑区大高町字高見74
736,神の井,かみのい,神の井酒造,愛知県,名古屋市緑区,愛知県名古屋市緑区大高町字高見25
737,寒九の酒,かんくのさけ,神の井酒造,愛知県,名古屋市緑区,愛知県名古屋市緑区大高町字高見25
1410,酒望子,さかぼうし,萬乗醸造,愛知県,名古屋市緑区,愛知県名古屋市緑区大高町西門田41
735,醸し人九平次,かもしびとくへいじ,萬乗醸造,愛知県,名古屋市緑区,愛知県名古屋市緑区大高町西門田41
2288,曲水宴,きょくすいえん,双葉酒造,愛知県,北区,愛知県北区楠味鋺4-401
3272,虎変,こへん,金虎酒造,愛知県,名古屋市北区,愛知県名古屋市北区山田3丁目11-16
733,名古屋城本丸御殿,なごやじょうほんまるごてん,金虎酒造,愛知県,名古屋市北区,愛知県名古屋市北区山田3丁目11-16
732,金虎,きんとら,金虎酒造,愛知県,名古屋市北区,愛知県名古屋市北区山田3丁目11-16
734,東龍,あずまりゅう,東春酒造,愛知県,名古屋市守山区,愛知県名古屋市守山区瀬古東3丁目1605
753,菊石,きくいし,浦野,愛知県,豊田市,愛知県豊田市四郷町下古屋48
