id,sitecode,sakename,kuramoto,address,is_junmai,seimaibuai,alcohol,nihonsyudo,sando,aminosando,etc1,etc2,etc3,etc4,etc5,etc6,etc7,etc8
176,655,夢香蔵,蔵元：大賀酒造株式会社,蔵元：福岡県筑紫野市二日市中央4-9-1,純米,精米歩合：55%,度数：15度,None,None,None,原材料名：米・米こうじ,,,,,,,
177,658,奏雨,蔵元：真名鶴酒造合資会社,蔵元：福井県大野市明倫町11-3,純米,精米歩合：50%,度数：13度,None,None,None,原材料名：米・米こうじ,,,,,,,
178,662,一生青春,蔵元：曙酒造合資会社,蔵元：福島県河沼郡会津坂下町戌亥乙２,非純米,精米歩合：55%,度数：16度以上17度未満,None,None,None,原材料名：米・米こうじ、醸造アルコール,原料掛米：岡山県産　あけぼの,原料麹米：会津坂下産　山田錦,,,,,
179,671,旭日　ひやおろし,蔵元：旭日酒造有限会社,蔵元：島根県出雲市今市町662,純米,精米歩合：70%,度数：17度以上18度未満,日本酒度：+10,酸数：1.8,None,原材米：出雲産五百万石100%,原材料：米・米こうじ,酵母：協会701号,,,,,
180,674,住吉 特別純米酒,蔵元：樽平酒造株式会社,蔵元：山形県東置賜郡川西町中小松２８８６,純米,精米歩合：60%,度数：15度以上16度未満,日本酒度：+7,None,None,原材料：米・米こうじ,,,,,,,
181,679,平井城 純米吟醸,蔵元：松屋酒造株式会社,蔵元：群馬県群馬市藤岡乙180,None,精米歩合：60%,度数：15度,日本酒度：+7,酸度：1.6,None,原材料：米・米こうじ,酒米：群馬県産　舞風,,,,,,
182,686,龍力特別純米 無濾過氷温瓶囲,蔵元：株式会社　本田商店,蔵元：兵庫県姫路市網干区高田361-1,純米,精米歩合：65%,度数：16度以上17度未満,None,None,None,原材料：米・米こうじ,,,,,,,
183,691,万齢 無濾過生原酒,蔵元：小松酒造株式会社,蔵元：佐賀県唐津市相知町千束１４８９,純米,精米歩合：55%,度数：17度,日本酒度：+5,None,None,原材料：米・米こうじ,,,,,,,
184,693,秋櫻 コスモス,蔵元：株式会社今田酒造本店,蔵元：広島県東広島市安芸津町三津３７３４,非純米,精米歩合：麹50% 掛60%,度数：15～15.9度,None,None,None,原材料：米・米こうじ・醸造アルコール,,,,,,,
185,709,國香 純米吟醸,蔵元：國香酒造株式会社,蔵元：静岡県袋井市山田537,None,精米歩合：50%,度数：15度以上16度未満,日本酒度：+7.0,酸度：1.3,アミノ酸：1.1,原材料：米・米こうじ,原料米：山田錦100%,使用酵母：静岡吟醸HD-1,,,,,
186,713,惣花　純米吟醸,蔵元：日本盛株式会社,蔵元：兵庫県西宮市用海町４?５７,純米,精米歩合：55%,度数：15度以上16度未満,None,None,None,原材料：米・米こうじ,,,,,,,
187,718,〆張鶴　大吟醸 銀ラベル,蔵元：宮尾酒造株式会社,蔵元：新潟県村上市上片町5-15,非純米,精米歩合：38%,度数：16度,None,None,None,原料：米・米こうじ・醸造用アルコール,,,,,,,
188,721,越後鶴亀 純米 生,蔵元：上原酒造株式会社,蔵元：新潟県新潟市竹野町2575-2,純米,精米歩合：60%,度数　：　15度以上16度未満,None,None,None,原材料名：米、米こうじ,,,,,,,
189,724,無風 純米吟醸 瓶囲熟成原酒,蔵元：玉泉堂酒造株式会社,蔵元：岐阜県養老郡養老町高田800-3,純米,精米歩合：60%,度数　：　16度以上17度未満,None,None,None,原材料名：米、米こうじ,,,,,,,
190,727,土佐鶴 辛口吟醸,蔵元：土佐鶴酒造株式会社,蔵元：高知県安田町1586,非純米,精米歩合：50%,度数：15度以上16度未満,日本酒度：+8,None,None,原材料名：米、米こうじ、醸造アルコール,,,,,,,
191,732,佐久の花 純米吟醸無濾過生酒,蔵元：佐久の花酒造株式会社,蔵元：長野県佐久市下越620,純米,精米歩合：55%,度数：17度以上18度未満,None,None,None,原材料名：米、米こうじ,,,,,,,
192,736,庭のうぐいす 特別純米,蔵元：合名会社 山口酒造場,蔵元：福岡県久留米市北野町今山５３４?１,純米,精米歩合：60%,度数：15度,None,None,None,原材料名：米、米こうじ,,,,,,,
193,740,紀土 純米大吟醸,蔵元：平和酒造株式会社,蔵元：和歌山県海南市溝ノ口119,純米,精米歩合：48%,度数：15度以上16度未満,None,None,None,原材料名：米、米こうじ,,,,,,,
194,744,幻の瀧 大吟醸 しぼりたて,蔵元：皇国晴酒造株式会社,蔵元：富山県黒部市生地296,非純米,精米歩合　：50%,度数　：16度,None,None,None,原料　：　米・米こうじ・醸造アルコール,,,,,,,
195,750,寶剣 特別純米酒 しぼりたて 生酒,蔵元：宝剣酒造株式会社,蔵元：広島県呉市仁方本町1-11-2,純米,精米歩合　：60%,度数　：16.0度～16.9度,None,None,None,原料　：　米(広島県産)・米こうじ（広島県産米）,使用米　：広島県産八反錦100%使用,,,,,,
196,754,陸奥 八仙 赤ラベル,蔵元：八戸酒造株式会社,蔵元：青森県八戸市大字湊町字本町9,純米,精米歩合：麹＝55%、掛＝60%,度数：16度,None,None,None,原料：米・米こうじ（原料米：麹＝華吹雪、掛＝まっしぐら）,,,,,,,
197,758,五凛 純米大吟醸,蔵元：株式会社車多酒造,蔵元：石川県白山市坊丸町60番地1,None,精米歩合：45%,度数：16度,None,None,None,原材料：米、米こうじ,原料米：兵庫県産特A地区産山田錦１００％,,,,,,
198,764,陸奥 男山,蔵元：八戸酒造株式会社,蔵元：青森県八戸市大字湊町字本町9,純米,精米歩合：65%,度数：16度,None,None,None,原料：米・米こうじ,,,,,,,
199,767,湘南 純米吟醸,蔵元：熊澤酒造株式会社,蔵元：神奈川茅ヶ崎市香川7-10-7,純米,精米歩合　：60%,度数　：15度,None,None,None,原料　：　米・米こうじ,,,,,,,
200,775,無風 大吟醸 華や香,蔵元：玉泉堂酒造株式会社,蔵元：岐阜県養老郡養老町高田800-3,非純米,精米歩合：50%,度数　：　16度以上17度未満,None,None,None,原材料名：米、米こうじ、醸造アルコール,,,,,,,
201,779,雁木 純米無濾過,蔵元：八百新酒造株式会社,蔵元：山口県岩国市今津町3-18-9,純米,精米歩合：60%,度数　：　17度以上18度未満,None,None,None,原材料名：米、米こうじ,原料米：山田錦100%使用,,,,,,
202,787,賀茂鶴 吟醸,蔵元：賀茂鶴酒造株式会社,蔵元：広島県東広島市西条本町4-31,非純米,精米歩合：60%,度数：15.0～16.0度未満,None,None,None,原材料：米、米こうじ、醸造アルコール,原料米：能勢産山田錦100%,,,,,,
203,795,龍勢 純米吟醸,蔵元：藤井酒造株式会社,蔵元：広島県竹原市本町3-4-14,純米,精米歩合：60%,度数：18度,None,None,None,原材料：米・米こうじ,,,,,,,
204,798,出羽桜 純米,蔵元：出羽桜酒造株式会社,蔵元：山形県天童市一日町１丁目4-6,None,精米歩合　：50%,度数　：　15度,None,None,None,原材料：米・米こうじ,,,,,,,
205,806,ALPHA,蔵元：油長酒造株式会社,蔵元：奈良県御所市本町1160,純米,精米歩合：65%,度数：14度,None,None,None,原材料名：米・米こうじ,,,,,,,
206,812,七本鎗 純米吟醸,蔵元：冨田酒造有限会社,蔵元：滋賀県長浜市木之本町木之本１１０７,純米,精米歩合：麹米55%、掛米55%,度数：15度以上16度未満,None,None,None,原材料名：米・米こうじ,,,,,,,
207,814,白鴻　特別純米,蔵元：盛川酒造株式会社,蔵元：広島県呉市安浦町原畑44,純米,精米歩合：60%,度数：15度以上16度未満,None,None,None,原材料：米・米こうじ,,,,,,,
208,818,杉勇 特別純米辛口,蔵元：（資）杉勇蕨岡酒造場,蔵元：山形県飽海郡遊佐町大字上蕨岡字御備田47-1,純米,精米歩合：55%,度数：17度以上18度未満,None,None,None,原材料：米・米こうじ,,,,,,,
209,821,陸奥八仙 ISARIBI,蔵元：八戸酒造株式会社,蔵元：青森県八戸市大字湊町字本町9,純米,精米歩合：60%,度数：15度,None,None,None,原料：米・米こうじ,,,,,,,
210,825,無風 純米吟醸 涼や香,蔵元：玉泉堂酒造株式会社,蔵元：岐阜県養老郡養老町高田800-3,純米,精米歩合：60%,度数　：　14度以上15度未満,None,None,None,原材料名：米、米こうじ,,,,,,,
211,837,山香　純米吟醸,蔵元：梅乃宿酒造 株式会社,蔵元：奈良県葛城市東室27,純米,精米歩合　：60%,度数　：16度未満,None,None,None,原料　：　米・米こうじ,,,,,,,
212,844,男山　超辛純米,蔵元：八戸酒造株式会社,蔵元：青森県八戸市大字湊町字本町9,純米,精米歩合：65%,度数：16度,None,None,None,原料：米・米こうじ,,,,,,,
213,850,菊姫 金劔 純米,蔵元：菊姫合資会社,蔵元：石川県白山市鶴来新町夕-8,純米,精米歩合：65%,度数　：　15.0～16.0度未満,None,None,None,原材料名：米・米こうじ,原料米：兵庫県三木市吉川町（特A地区）産　山田錦100%使用,,,,,,
214,861,名倉山 大吟醸,蔵元：名倉山酒造株式会社,蔵元：福島県会津若松市千石町2-46,非純米,精米歩合：45%,度数　：　15.0～16.0度未満,None,None,None,原材料名：米・米こうじ・醸造アルコール,,,,,,,
215,864,亀の尾 米鶴 純米大吟醸,蔵元：米鶴酒造株式会社,蔵元：山形県東置賜郡高畠町二井宿1076,純米,精米歩合：50%,度数：15度,None,None,None,原材料名：米、米こうじ,,,,,,,
216,871,鶴齢 純米大吟醸,蔵元：青木酒造株式会社,蔵元：新潟県南魚沼市塩沢1214,純米,精米歩合45%,度数：15度以上16度未満,None,None,None,原材料名：米、米こうじ,,,,,,,
217,875,小左衛門 純米吟醸,蔵元：中島醸造株式会社,蔵元：岐阜県瑞浪市土岐町7181-1,純米,精米歩合55%,度数：16.5度,日本酒度：+11,酸：1.7,None,原材料名：米、米こうじ 信濃美山錦１００％使用,,,,,,,
218,878,ひこ孫 大吟醸,蔵元：神亀酒造株式会社,蔵元：埼玉県蓮田市大字馬込1978,純米,精米歩合：40％,度数：16度以上16.9度以下,None,None,None,原材料：米・米麹,,,,,,,
219,886,花は咲く 蔵の華 純米吟醸 浦霞,蔵元：株式会社佐浦,蔵元：宮城県塩釜市本町2-19,純米,精米歩合：55%,度数：15度以上16度未満,None,None,None,原材料：米・米麹,,,,,,,
220,888,ひやおろし,蔵元：潜龍酒造株式会社,蔵元：長崎県北松浦郡江迎町長坂免209,純米,精米歩合：65%,度数：15度,None,None,None,原料：米・米麹,,,,,,,
221,892,花の舞 しぼりたて　純米,蔵元：花の舞酒造株式会社,蔵元：静岡県浜松市浜北区宮口632,純米,精米歩合：60%,度数：18度以上19度未満,None,None,None,原材料：米・米こうじ,,,,,,,
222,896,東光 純米吟醸原酒,蔵元：小嶋総本店,蔵元：山形県米沢市本町二丁目2-3,純米,精米歩合：55%,度数：16度,日本酒度：-4,None,None,原材料名：米、米こうじ,,,,,,,
223,900,蓬莱 純米吟醸,蔵元：有限会社 渡辺酒造店,蔵元：岐阜県飛騨市古川町壱之町７?７,純米,精米歩合：55%,度数：15度,None,None,None,原材料名：米、米こうじ,,,,,,,
224,903,旭日『短稈渡船ひやおろし』　純米吟醸原酒,蔵元：藤居本家,蔵元：滋賀県愛知郡愛荘町長野793,純米,精米歩合：60%,度数：18度,None,None,None,原料：米・米こうじ,,,,,,,
225,907,若竹　特別純米　鬼乙女 幸,蔵元：株式会社 大村屋酒造場,蔵元：静岡県島田市本通１丁目１?８,純米,精米歩合：60%,度数：16度,日本酒度；+2,酸度：1.3,アミノ酸度：1.2,原料：米・米こうじ,,,,,,,
226,910,秘めごと　純米吟醸,蔵元：松山酒造株式会社,蔵元：山形県酒田市字荒町17,純米,精米歩合：55%,度数：15度,日本酒度：+3,酸度：1.3,None,原料：米・米こうじ,原料米：出羽燦々100%,酵母：山形酵母KA,,,,,
227,914,風香　純米吟醸,蔵元：梅乃宿酒造 株式会社,蔵元：奈良県葛城市東室27,純米,精米歩合　：60%,度数　：16度未満,None,None,None,原料　：　米・米こうじ,,,,,,,
228,921,米のささやき 大吟醸,蔵元：株式会社　本田商店,蔵元：兵庫県姫路市網干区高田361-1,非純米,精米歩合：酒母、麹米40% 掛米50%,度数：17度以上18度未満,None,None,None,原材料：米・米こうじ・醸造アルコール,,,,,,,
229,985,山猿 特別純米酒,蔵元：永山酒造合名会社,蔵元：山陽小野田市大字厚狭367-1,純米,精米歩合：60%,度数：15度以上16度以下,None,None,None,原材料：米・米麹,,,,,,,
230,992,花の舞 無濾過 生原酒,蔵元：花の舞酒造株式会社,蔵元：静岡県浜松市浜北区宮口632,None,精米歩合：60%,度数：18度以上19度未満,None,None,None,原材料：米・米こうじ,原料米：静岡県産山田錦100%,,,,,,
231,997,千代の亀 特別純米,蔵元：千代の亀酒造株式会社,蔵元：愛媛県喜多郡内子町平岡甲1294番地1,純米,精米歩合：58%,度数：16度,None,None,None,原材料：米・米こうじ,,,,,,,
232,1002,李白 特別純米酒 ひやおろし 生詰,蔵元：李白酒造有限会社,蔵元：島根県松江市石橋町335,純米,精米歩合：58%,度数：15度以上16度未満,None,None,None,原材料：米・米こうじ,,,,,,,
233,1009,一生青春 特別純米,蔵元：曙酒造合資会社,蔵元：福島県河沼郡会津坂下町戌亥乙２,純米,精米歩合：60%,度数：16度,None,None,None,原材料名：米・米こうじ,,,,,,,
234,1013,南部美人 愛山,蔵元：株式会社 南部美人,蔵元：岩手県二戸市福岡字上町13,純米,精米歩合：50%,度数：16.0度以上17.0度未満,None,None,None,原材料名：米（国産）・米こうじ（国産米）,,,,,,,
235,1017,鳳凰美田　純米大吟醸　山田錦五割磨き,蔵元：小林酒造株式会社,蔵元：栃木県小山市大字卒島743-1,純米,精米歩合：50%,度数：16.0度以上17.0度未満,None,None,None,原材料名：米（国産）・米こうじ（国産米）,原料米：山田錦100%,,,,,,
236,1022,酔鯨 純米吟醸 高育５４号,蔵元：酔鯨酒造株式会社,蔵元：高知県高知市長浜５６６?１,純米,精米歩合：50%,度数：16.0度,None,None,None,原材料名：米（国産）・米こうじ（国産米）,原料米：吟の夢100%,,,,,,
237,1029,神雷 ひやおろし 八反錦,蔵元：三輪酒造株式会社,蔵元：広島県神石郡神石高原町油木乙1930,純米,精米歩合：60%,度数：16度以上17度未満,None,None,None,原材料：米・米こうじ,原料米：広島県産 八反錦100%,,,,,,
238,1033,薩州 正宗,蔵元：濱田酒造グループ 薩摩金山蔵株式会社,蔵元：鹿児島県いちき串木野市野下13665,純米,精米歩合：70%,度数：15度,None,None,None,原材料：米（国産米）・米こうじ（国産米）,,,,,,,
239,1037,黎明 純米吟醸,蔵元：泰石酒造,蔵元：沖縄県うるま市平良川９０,純米,精米歩合：掛麹55%、掛米：60%,度数：15度,None,None,None,原材料：米（国産米）・米こうじ（国産米）,原料米：レイホウ,,,,,,
240,1045,うごのつき 純米吟醸,蔵元：相原酒造株式会社,蔵元：広島県呉市仁方本町１丁目２５?１５,純米,精米歩合：麹米50%、掛米：60%,度数：15度以上16度未満,None,None,None,原材料：米（国産米）・米こうじ（国産米）,,,,,,,
241,1050,しぼりたて 原酒 純米吟醸,蔵元：麗人酒造株式会社,蔵元：長野県諏訪市諏訪２－９－２１,純米,精米歩合：59%,度数：17度,None,None,None,原材料名：米（長野県産）、米こうじ（長野県産）,,,,,,,
242,1054,紀土 純米吟醸,蔵元：平和酒造株式会社,蔵元：和歌山県海南市溝ノ口119,純米,精米歩合：麹米50%、掛米55%,度数：15度以上16度未満,None,None,None,原材料名：米（国産）、米こうじ（国産米）,,,,,,,
243,1059,"""悦凱陣 純米酒 オオセト仕38,39号生""",蔵元：丸尾本店,蔵元：香川県仲多度郡琴平町榎井９３,純米,精米歩合：60%,度数：17度以上18度未満,None,None,None,原材料名：米、米こうじ,,,,,,,
244,1065,髙島 特別純米酒,蔵元：川島酒造株式会社,蔵元：滋賀県高島市新旭町旭８３,純米,精米歩合：麹米60%,度数：15度以上16度未満,None,None,None,原材料名：米・米こうじ,原料米：近江産玉栄１００％,,,,,,
245,1074,冴 大吟醸,蔵元：天領盃酒造株式会社,蔵元：新潟県佐渡市加茂歌代４５８,非純米,精米歩合50%,度数：15度,None,None,None,原材料名：米(新潟県産)、米こうじ(新潟県産)、醸造アルコール,,,,,,,
246,1082,陸奥 八仙 特別純米,蔵元：八戸酒造株式会社,蔵元：青森県八戸市大字湊町字本町9,純米,精米歩合：60%,度数：15度,None,None,None,原料：米・米こうじ,,,,,,,
247,1086,純米酒 秋鹿　千秋,蔵元：秋鹿酒造有限会社,蔵元：大阪府豊能郡能勢町倉垣１００７,純米,精米歩合　：　75%,度数　：　14度未満,None,None,None,原材料　：　米（国産）、米こうじ（国産米）,,,,,,,
248,1094,龍力 純米吟醸 ドラゴン 黒,蔵元：株式会社　本田商店,蔵元：兵庫県姫路市網干区高田361-1,純米,精米歩合：60%,度数：16度,None,None,None,原材料：米（国産）・米こうじ（国産米）,,,,,,,
249,1100,腰古井 大吟醸,蔵元：吉野酒造株式会社醸,蔵元：千葉県勝浦市植野571,非純米,精米歩合：50%,度数：15度以上16度未満,None,None,None,原材料：米（国産）・米こうじ（国産米）・醸造アルコール,,,,,,,
250,1105,風の森 奈良県産 秋津穂 純米,蔵元：油長酒造株式会社,蔵元：奈良県御所市本町1160,純米,精米歩合：65%,度数：17度,None,None,None,原材料名：米（国産）・米こうじ（国産）奈良県産 秋津穂100%使用,,,,,,,
251,1111,純米吟醸 幻,蔵元：中尾醸造株式会社,蔵元：広島県竹原市中央5-9-14,純米,精米歩合：55%,度数：15度,日本酒度：＋3,None,None,原料：米（国産）・米こうじ（国産米）,原料米：八反錦100%（広島県産）,,,,,,
252,1119,三千櫻 純米 五百万石,蔵元：三千櫻酒造株式会社,蔵元：岐阜県中津川市田瀬２５,純米,精米歩合：60%,アルコール度数：15度,None,None,None,原料：米（国産）・米麹（国産米）,,,,,,,
253,1123,金鶴 純米吟醸 生酒,蔵元：有限会社 加藤酒造店,蔵元：新潟県佐渡市沢根炭屋町50,純米,精米歩合：55%,度数：16度,None,None,None,原材料：米（新潟県産）・米麹（新潟県産米）,,,,,,,
254,1127,梅乃宿 純米吟醸 辛,蔵元：梅乃宿酒造株式会社,蔵元：奈良県葛城市東室27,純米,精米歩合：55%,度数：16度,None,None,None,原料：米（国産）・米こうじ（国産米）,,,,,,,
255,1132,龍力 純米酒 純米ドラゴン3,蔵元：株式会社　本田商店,蔵元：兵庫県姫路市網干区高田361-1,純米,精米歩合：65%,度数：16度,None,None,None,原材料：米（国産）・米こうじ（国産米）,,,,,,,
256,1134,あら玉 純米吟醸,蔵元：和田酒造合資会社,蔵元：山形県西村山郡河北町谷地甲17,純米,精米歩合：55%,度数：15度以上16度未満,None,None,None,原材料名：米（国産）、米こうじ（国産米）,原料米：山形県産つや姫100%,,,,,,
257,1142,水芭蕉 純米辛口スパークリング,蔵元：永井酒造株式会社,蔵元：群馬県利根郡川場村門前７１３,純米,精米歩合：60%,度数：15度,日本酒度：+8,None,None,原材料名：米（国産）、米こうじ（国産米）,,,,,,,
258,1146,手取川 純米吟醸,蔵元：株式会社 吉田酒造店,蔵元：石川県白山市安吉町４１,純米,精米歩合：麹米50%　掛米55%,度数：15度,None,None,None,原材料：米（国産）・米こうじ（国産米）,,,,,,,
259,1151,宗玄 純米大吟醸,蔵元：宗玄酒造株式会社,蔵元：石川県珠洲市宝立町宗玄２４?２２,None,精米歩合：40%,度数：17度,None,None,None,原材料：米（国産）・米こうじ（国産米）,原料米：兵庫県産山田錦100%,,,,,,
260,1155,喜楽長 純米大吟醸 夢銀河（ラベル違い）,蔵元：喜多酒造 株式会社,蔵元：滋賀県東近江市池田町1129,純米,精米歩合　：50%,度数　：17～18度未満,None,None,None,原料　：　米・米こうじ,,,,,,,
261,1160,平家伝説 特別純米酒,蔵元：通潤酒造株式会社謹醸,蔵元：熊本県上益城郡山都町浜町54,純米,精米歩合：60%,度数：15度,None,None,None,原料：米（熊本県山都町産）・米麹（熊本県山都町産米）,,,,,,,
262,1166,純米原酒 山頭火,蔵元：通潤酒造株式会社謹醸,蔵元：熊本県上益城郡山都町浜町54,純米,精米歩合：60%,度数：18度,None,None,None,原料：米（熊本県山都町産）・米麹（熊本県山都町産米）,,,,,,,
263,1172,万齢 純米吟醸,蔵元：小松酒造株式会社,蔵元：佐賀県唐津市相知町千束１４８９,純米,精米歩合：50%,度数：15度,日本酒度：+4,None,None,原材料：米・米こうじ（原料米はすべて国産）山田錦二割、美山錦八割,,,,,,,
264,1178,万齢 特別純米酒,蔵元：小松酒造株式会社,蔵元：佐賀県唐津市相知町千束１４８９,純米,精米歩合：55%,度数：15度,日本酒度：+6,None,None,原材料：米・米こうじ（原料米はすべて佐賀、相知産）,使用米：麹米：山田錦二割、掛米：雄町八割,,,,,,
265,1183,眞澄 純米吟醸 生,蔵元：宮坂醸造株式会社,蔵元：長野県諏訪市元町1-16,純米,精米歩合：55%,度数：15度,None,None,None,原材料：米・米こうじ(国産米),,,,,,,
266,1187,七田 純米 ひやおろし,蔵元：天山酒造株式会社,蔵元：佐賀県小城市小城町岩蔵１５２０,純米,精米歩合：75%,度数：17度,None,None,None,原材料：米（国産）・米こうじ（国産米）,,,,,,,
267,1194,上喜元 美郷錦 特別純米,蔵元：酒田酒造株式会社,蔵元：山形県酒田市日吉町２丁目３?２５,純米,精米歩合：55%,度数：17度,None,None,None,原材料：米（国産）・米こうじ（国産米）,,,,,,,
268,1199,〆張鶴 純米吟醸　超淡麗,蔵元：宮尾酒造株式会社,蔵元：新潟県村上市上片町5-15,純米,精米歩合：50%,度数：16度,None,None,None,原料：米（新潟県産）・米こうじ（新潟県産米）,原料米：超淡麗100%使用,,,,,,
269,1203,白鷹 特別純米 ひやおろし,蔵元：白鷹株式会社,蔵元：兵庫県西宮市浜町1?1,純米,精米歩合：70%,度数：15度以上16度未満,None,None,None,原料：米（国産）・米こうじ（国産米）,,,,,,,
270,1208,豊81,蔵元：三浦酒造株式会社,蔵元：青森県弘前市大字石渡5-1-1,純米,None,度数：15度以上16度未満,None,None,None,原材料：米（国産）・米麹（国産米）,,,,,,,
271,1214,燦然 特別純米 生詰 原酒,蔵元：菊池酒造株式会社,蔵元：岡山県倉敷市玉島阿賀崎１２１２,純米,精米歩合：65%,度数：18.6度,None,None,None,原材料：米（国産）・米麹（国産米）,原料米：雄町100%使用,,,,,,
272,1218,福美人 純米吟醸,蔵元：福美人酒造株式会社,蔵元：広島県東広島市西条本町６?２１,純米,精米歩合：60%,度数：15度以上16度未満,None,None,None,原材料：米（国産）・米麹（国産米）,,,,,,,
273,1227,楯野川　純米大吟醸 出羽燦々,蔵元：楯の川酒造株式会社,蔵元：山形県酒田市山楯字清水田27,純米,精米歩合：50%,度数：14度以上15度未満,None,None,None,原材料名：米（国産）、米こうじ（国産米使用）,,,,,,,
274,1231,米宗 純米吟醸,蔵元：青木酒造株式会社,蔵元：愛知県愛西市本部田町本西６０,純米,精米歩合：55%,度数：16度,None,None,None,原材料名：米（国産）、米こうじ（国産米使用）,,,,,,,
275,1235,美濃菊　純米大吟醸,蔵元：玉泉堂酒造株式会社,蔵元：岐阜県養老郡養老町高田800-3,純米,精米歩合：50%,度数　：　15度以上16度未満,日本酒度：+3,酸度：１．３,アミノ酸度：1.3,原材料名：米、米こうじ,原料米：岐阜県産ひだほまれ１００％,仕込水：養老山系伏流水,,,,,
276,1240,東一,蔵元：五町田酒造株式会社,蔵元：佐賀県嬉野市塩田町大字五町田甲２０８１,純米,精米歩合：64%,度数：15度,None,None,None,原材料：米（国産）・米こうじ（国産米）,,,,,,,
277,1247,澤屋まつもと　純米大吟醸　朝日　2014,蔵元：松本酒造株式会社,蔵元：京都市伏見区横大路三栖大黒町７,純米,精米歩合：50%,度数：15度,None,None,None,原材料：米（国産）・米麹（国産米）,,,,,,,
278,1253,純米樽酒 杜の蔵,蔵元：株式会社杜の蔵,蔵元：福岡県久留米市三潴町玉満2773,純米,精米歩合：75%,度数：14度,None,None,None,原材料：米（国産）・米麹（国産米）,,,,,,,
279,1258,月のよさ,蔵元：合資会社 山崎本店酒造場,蔵元：長崎県島原市白土町１０６５,純米,精米歩合：55%,度数：15 ～ 16度,日本酒度：+3～+4,酸度：1.5,None,原材米品種：麹米 山田錦100%・掛米レイホウ100%,原材料：米（国産）・米麹（国産米）,,,,,,
280,1265,和田龍登水 美山錦 生酒,蔵元：和田龍酒造株式会社,蔵元：長野県上田市中央西１丁目１４?１４,純米,精米歩合：49%,度数：16度,None,None,None,原材料：米（国産）・米麹（国産米）,使用米：美山錦100%,,,,,,
281,1268,京ひな 純米吟醸,蔵元：酒六酒造株式会社,蔵元：愛媛県喜多郡内子町内子３２７９?１,純米,精米歩合：55%,度数：17度,None,None,None,原材料：米（国産）・米麹（国産米）,,,,,,,
282,1272,高砂 山廃 純米吟醸,蔵元：富士高砂酒造株式会社,蔵元：静岡県富士宮市宝町９?２５,純米,精米歩合：55%,度数：15度,日本酒度：-3,None,None,原材料：米（国産）・米麹（国産米）,使用酵母：静岡酵母,,,,,,
283,1279,あらえびす 純米吟醸,蔵元：廣田酒造店,蔵元：岩手県紫波郡紫波町宮手泉屋敷２?４,純米,精米歩合：55%,度数：16度,None,None,None,原材料：米（国産）・米麹（国産米）,,,,,,,
284,1283,喜平治 特別純米原酒,蔵元：廣田酒造店,蔵元：岩手県紫波郡紫波町宮手泉屋敷２?４,純米,精米歩合：60%,度数：12度,None,None,None,原材料：米（国産）・米麹（国産米）,,,,,,,
285,1286,廣喜 大吟醸,蔵元：廣田酒造店,蔵元：岩手県紫波郡紫波町宮手泉屋敷２?４,非純米,精米歩合：40%,度数：15度,None,None,None,原材料：米（国産）・米麹（国産米）・醸造アルコール,,,,,,,
286,1289,道灌 しぼりたて,蔵元：太田酒造（株）,蔵元：滋賀県草津市草津３丁目１０?３７,非純米,精米歩合：65%,度数：18以上19度未満,None,None,None,原材料：米・米麹・醸造アルコール,,,,,,,
287,1293,確蔵 特別純米,蔵元：重家酒造株式会社,蔵元：長崎県壱岐市郷ノ浦町本村触７０４,None,精米歩合：60%,度数：15度,None,None,None,原材料：米（国産）・米麹（国産）,原料米：山田錦,,,,,,
288,1298,東一 しぼりたて生酒,蔵元：五町田酒造株式会社,蔵元：佐賀県嬉野市塩田町大字五町田甲２０８１,純米,精米歩合：64%,度数：17度,None,None,None,原材料：米（国産）・米こうじ（国産米）,原料米：山田錦１００％使用,,,,,,
289,1305,〆張鶴 純米吟醸 純,蔵元：宮尾酒造株式会社,蔵元：新潟県村上市上片町5-15,純米,精米歩合：50%,度数：15度,None,None,None,原料：米（国産）・米こうじ（国産米）,,,,,,,
290,1308,三春駒 大吟醸,蔵元：佐藤酒造株式会社,蔵元：福島県田村郡三春町中町６７,非純米,精米歩合：40%,度数：16度以上17度未満,None,None,None,原料：米（国産）・米こうじ（国産米）、醸造アルコール,,,,,,,
291,1312,日本盛 純米吟醸 生酒,蔵元：日本盛株式会社,蔵元：兵庫県西宮市用海町４?５７,純米,精米歩合：55%,度数：15度以上16度未満,None,None,None,原材料：米・米こうじ,,,,,,,
292,1318,沙羅双樹 純米大吟醸50,蔵元：盛川酒造株式会社,蔵元：広島県呉市安浦町原畑44,None,精米歩合：50%,度数：16.5度,日本酒度：+1,酸度：1.4,None,原材料：米（国産）・米こうじ（国産米）,使用米：広島県産特A地区産・山田錦100%,杜氏：盛川元晴（広島杜氏）,,,,,
293,1321,藤樹 大吟醸,蔵元：川島酒造株式会社,蔵元：滋賀県高島市新旭町旭８３,非純米,精米歩合：40%,度数：16度以上17度未満,日本酒度：+4,酸度：1.3,アミノ酸：1.0,原材料名：米・米こうじ・醸造アルコール,原料米：山田錦１００％,仕込方法：長期低温醗酵留後40日,使用酵母：明利,水質：比良山系伏流水,貯蔵：冷房貯蔵（3℃）,濃淡：淡麗,粕歩合：45%
