sakecode,sakename,meigaracode,syurui,genryoumai,seimaibuai,nihonsyudo,sando,aminosando,amakardo,noutando,alcohol
1656,萬寿鏡 特別純米酒,565,特別純米酒,五百万石、ゆきの精,38,1,1.8,,-0.59,0.32,15.5
1654,萬寿鏡 特別本醸造,565,特別本醸造,五百万石、ゆきの精,38,2,1.5,,-0.34,-0.29,15.5
1653,萬寿鏡 生貯蔵酒,565,,,60,,,,,,14.5
1652,萬寿鏡 清酒,565,普通酒,,60,4,1.8,,-0.87,0.18,15.5
1667,萬寿鏡 甕浪漫 大吟醸,565,大吟醸,山田錦,45,2,,,,,15.5
1668,萬寿鏡 甕浪漫 特別純米酒,565,特別純米酒,五百万石,38,1,,,,,15.5
1669,萬寿鏡 甕浪漫 特別本醸造,565,特別本醸造,,38,,,,,,15.5
1664,萬寿鏡 甕宝来,565,特別純米酒,,38,,,,,,17.5
1666,萬寿鏡 甕覗,565,特別本醸造,五百万石、ゆきの精,38,6,1.4,,-0.59,-0.66,17.5
1665,萬寿鏡 甕爽々,565,生貯蔵酒,五百万石,60,5,1.5,,-0.61,-0.43,17.5
1658,萬寿鏡 こなから,565,特別純米酒,五百万石,38,1,,,,,15.5
1650,萬寿鏡 Ｈａｎａｋｏ,565,純米吟醸酒,,37,,,,,,15.5
1651,萬寿鏡 Ｔａｒｏ,565,吟醸酒,,37,,,,,,15.5
8591,菅名岳 純米大吟醸 すがな,1437,純米大吟醸,五百万石,40,5,1.5,,-0.61,-0.43,17.5
8590,菅名岳 大吟醸 原酒,1437,大吟醸 原酒,,,,,,,,
8592,菅名岳 大吟醸,1437,大吟醸,山田錦,35,3,1.2,,-0.08,-0.9,14.5
8597,菅名岳 ひやおろし,1437,生詰 原酒 ひやおろし,五百万石,60,5,1.2,,-0.27,-0.99,18.5
8595,菅名岳 生原酒,1437,生原酒,五百万石,60,5,1.2,,-0.27,-0.99,18.5
8596,菅名岳 初呑み切り,1437,本醸造 生貯蔵酒,五百万石,60,5,1.2,,-0.27,-0.99,16.5
8593,菅名岳 本醸造,1437,本醸造,五百万石（新潟県産）,60,5,1.2,,-0.27,-0.99,14.5
8594,菅名岳 別撰,1437,普通酒,五百万石,65,5,1.3,,-0.38,-0.8,15.5
8660,白鳥蔵 大吟醸 生原酒 山田錦,3630,大吟醸 生原酒,山田錦,40,,,,,,17.5
8661,白鳥蔵 大吟醸 斗瓶取,3630,大吟醸 斗瓶取り,,40,,,,,,17.5
8662,白鳥蔵 大吟醸 原酒 こしひかり,3630,大吟醸 原酒,こしひかり（新潟県産）,50,,,,,,16.5
8658,白鳥蔵 大吟醸 生しぼり,3630,大吟醸,,,,,,,,
8663,白鳥蔵 生原酒 酒の陣限定,3630,生原酒,新潟県産米,,,,,,,
8659,白鳥蔵 純米吟醸 生原酒,3630,純米吟醸 生原酒,国産米,60,,,,,,17
8657,白鳥蔵 紙パック,3630,,新潟県産米,72,7,1.1,,-0.33,-1.27,15.5
4229,越後桜 大吟醸,1391,大吟醸,山田錦,50,2,1.3,,-0.1,-0.67,15.6
4230,越後桜 純米酒,1391,純米酒,新潟早生,70,1,1.4,,-0.13,-0.43,14.8
4231,越後桜 普通酒,1391,普通酒,新潟早生,75,-1,1.3,,0.18,-0.53,15.5
4232,越後桜 生貯蔵酒,1391,生貯蔵酒,新潟早生,75,0,1.3,,0.08,-0.58,14.5
9264,虎千代 純米大吟醸,3729,純米大吟醸,山田錦（兵庫県産）,45,5,,,,,15.5
9268,虎千代 大吟醸 48,3729,大吟醸,新潟県産米,48,3,,,,,
9265,虎千代 純米吟醸 55,3729,純米吟醸,五百万石（新潟県産）,55,5,,,,,15.5
9266,虎千代 純米酒 65,3729,純米酒,五百万石（新潟県産）、こしいぶき,65,3,,,,,15.5
9267,虎千代 普通酒,3729,普通酒,,,,,,,,13.5
3208,越乃あじわい 大吟醸,1223,大吟醸,山田錦,,5,1.1,,-0.15,-1.18,
3207,越乃あじわい 純米酒,1223,純米酒,五百万石,,3,1.5,,-0.43,-0.34,15.5
613,麒麟山 紅葉 金,135,吟醸 二十年以上熟成,五百万石,55,,,,,,
617,麒麟山 輝 kagayaki,135,大吟醸 生酒,越淡麗,40,,,,,,17.5
612,麒麟山 ブルーボトル,135,純米大吟醸,五百万石,45,3,1.3,,-0.2,-0.71,15.5
8029,麒麟山 紅葉,135,純米大吟醸 三年以上熟成,越淡麗,50,,,,,,16.5
8023,麒麟山 大辛,135,大吟醸,越淡麗,45,4,1.3,,-0.29,-0.76,15.5
8028,麒麟山 ブラウンボトル,135,純米吟醸,五百万石,55,4,1.3,,-0.29,-0.76,15.5
614,麒麟山 ホワイトボトル,135,吟醸 生酒,五百万石,55,3,1.3,,-0.2,-0.71,15
8026,麒麟山 ぽたりぽたり きりんざん,135,純米吟醸 原酒 生,五百万石,55,,,,,,16.5
8022,麒麟山 純辛,135,純米吟醸,たかね錦,50,4,1.3,,-0.29,-0.76,15.5
8030,麒麟山 梅酒,135,梅酒,,,,,,,,12.5
8027,麒麟山 秋酒,135,純米酒,,60,3,1.3,,-0.2,-0.71,15
8021,麒麟山 吟辛,135,吟醸,たかね錦,55,7,1.4,,-0.68,-0.7,15.5
615,麒麟山 常浪,135,特別本醸造,五百万石,55,4,1.2,1.3,-0.17,-0.95,15.5
616,麒麟山 グリーンボトル,135,純米酒,麹米：五百万石、掛米：こしいぶき,60,4,1.4,,-0.4,-0.57,15.5
8025,麒麟山 生辛,135,,たかね錦、こしいぶき,,6,1.3,,-0.47,-0.85,15.5
611,麒麟山 ブラックボトル,135,本醸造,麹米：五百万石、掛米：こしいぶき,60,5,1.3,,-0.38,-0.8,15.5
610,麒麟山 伝辛,135,普通酒,五百万石、こしいぶき,65,6,1.3,,-0.47,-0.85,15.5
8024,麒麟山 麟辛,135,普通酒,たかね錦、こしいぶき,,12,1.3,,-1.02,-1.12,15.5
8705,丸にぼーいち 純米吟醸 夏の生,3637,純米吟醸 無濾過 袋取り 原酒,五百万石（新潟県産）,55,,,,,,17
8704,丸にぼーいち 純米吟醸 あらばしり 原酒,3637,純米吟醸 無濾過 袋取り あらばしり 原酒,五百万石（新潟県産）,55,,,,,,17
8703,丸にぼーいち 純米吟醸 無濾過 袋取り 原酒,3637,純米吟醸 無濾過 袋取り 原酒,五百万石（新潟県産）,55,,,,,,16
4097,麒麟 大吟醸,134,大吟醸,山田錦,35,,,,,,
4098,麒麟 秘蔵酒,134,大吟醸 低温熟成 ,山田錦,40,5,1.4,0.9,-0.5,-0.61,17.5
4099,麒麟 金賞受賞酒,134,大吟醸 原酒,山田錦（兵庫県産）,35,4,1.2,1,-0.17,-0.95,
4100,麒麟 純米大吟醸 越の匠,134,純米大吟醸,五百万石、山田錦,45,5,1.4,,-0.5,-0.61,15
4101,麒麟 純米酒,134,純米酒,五百万石,60,4,1.5,1.4,-0.52,-0.38,15.4
4102,麒麟 本醸造,134,本醸造,五百万石（新潟県産）,60,5,1.4,1.5,-0.5,-0.61,15.5
4103,麒麟 普通酒,134,普通酒,新潟県産米,63,5,1.1,,-0.15,-1.18,
4104,麒麟 特別純米酒 ほまれ,134,特別純米酒,五百万石,55,4,1.3,1.2,-0.29,-0.76,14.5
4105,麒麟 特別純米酒 越の匠,134,特別純米酒,五百万石,55,4,1.5,,-0.52,-0.38,14.5
4106,麒麟 特撰本醸造 ほまれ,134,本醸造,五百万石,55,5,1.4,1.5,-0.5,-0.61,15
4107,麒麟 別撰辛口 ほまれ,134,普通酒,新潟県産米,65,10,1.1,,-0.61,-1.4,15
4108,麒麟 別撰山廃 ほまれ,134,普通酒,五百万石、新潟県産米,65,6,1.3,,-0.47,-0.85,
8867,雲山 純米原酒,2249,純米酒 原酒,,,,,,,,18
8868,雲山 純米酒,2249,純米酒,,,,,,,,15
8869,雲山 本醸造,2249,本醸造,五百万石,42,6,1.7,,-0.94,-0.1,16
8870,雲山 紙カップ,2249,,五百万石,60,3,1.5,,-0.43,-0.34,16
8871,西之門 純米大吟醸 35% 袋しずくしぼり,2251,純米大吟醸 袋しずくしぼり,山田錦（兵庫県産）,35,,,,,,17
8872,西之門 純米大吟醸 35%,2251,純米大吟醸,山田錦（兵庫県産）,35,,,,,,17
8873,西之門 純米大吟醸 40%,2251,純米大吟醸,山田錦,40,13,,,,,18
8876,西之門 純米大吟醸 スパークリング にごり酒,2251,純米大吟醸 にごり酒,,,,,,,,
8874,西之門 純米大吟醸 50%,2251,純米大吟醸,五百万石,50,,,,,,17
8875,西之門 純米吟醸,2251,純米吟醸,五百万石,50,,,,,,15
3640,碧漪軒 大吟醸純米生酒,1277,大吟醸純米生酒,備前雄町,40,3,,,,,16.3
3643,州 純米主桶仕込み,1279,純米主桶仕込み,櫻川50%、美山錦(長野県産)50%,50,-13,,,,,16.2
3641,鴻山 大吟醸純米生酒,1278,大吟醸純米生酒,山田錦,40,8,,,,,17.2
3644,ろく 純米酒山廃仕込み,1280,純米酒山廃仕込み,金紋錦,59,5,,,,,16.5
3645,はなしぼり 純米酒,1281,純米酒,美山錦（長野県産）,60,6,,,,,15
3639,スクウェア・ワン 純米酒,1276,純米酒,美山錦（長野県産）,59,5,,,,,16.5
3642,白金 純米酒山廃桶仕込み,1275,純米酒山廃桶仕込み,金紋錦,59,10,,,,,16.4
4270,豊賀 純米吟醸,1601,純米吟醸,,,3,,,,,17
4271,豊賀 特別純米酒,1601,特別純米酒,,,2,,,,,17
4272,米川 大吟醸,518,大吟醸,,,3,,,,,18
4275,米川 純米大吟醸,518,純米大吟醸,,,-1,,,,,17
4274,米川 純米吟醸,518,純米吟醸,,,-1,,,,,15
4273,米川 吟醸酒,518,吟醸酒,,,1,,,,,15
4279,米川 純米原酒,518,純米原酒,,,0,,,,,17
4276,米川 特別純米酒,518,特別純米酒,,,1,,,,,13
4277,米川 生原酒,518,,,,0,,,,,19
